,Unnamed: 0,statefips,countyfips,avghouseholdsize,geography,avgdeathsperyear,popest2015
477,477,13,235,2.55,"Pulaski County, Georgia",20,11396
478,478,13,237,2.49,"Putnam County, Georgia",55,21353
479,479,13,239,2.29,"Quitman County, Georgia",10,2302
480,480,13,241,2.34,"Rabun County, Georgia",44,16281
481,481,13,243,2.54,"Randolph County, Georgia",13,7193
482,482,13,245,2.68,"Richmond County, Georgia",392,201793
483,483,13,247,2.91,"Rockdale County, Georgia",131,88856
484,484,13,249,2.7,"Schley County, Georgia",8,5168
485,485,13,251,2.61,"Screven County, Georgia",39,14162
486,486,13,253,2.62,"Seminole County, Georgia",23,8647
487,487,13,255,2.76,"Spalding County, Georgia",139,64051
488,488,13,257,2.7,"Stephens County, Georgia",70,25586
489,489,13,259,2.48,"Stewart County, Georgia",15,5851
490,490,13,261,2.58,"Sumter County, Georgia",63,30779
491,491,13,263,2.43,"Talbot County, Georgia",19,6337
492,492,13,265,2.42,"Taliaferro County, Georgia",6,1639
493,493,13,267,2.46,"Tattnall County, Georgia",54,25229
494,494,13,269,2.39,"Taylor County, Georgia",17,8330
495,495,13,271,2.37,"Telfair County, Georgia",31,16400
496,496,13,273,2.68,"Terrell County, Georgia",25,9113
497,497,13,275,2.53,"Thomas County, Georgia",110,45063
498,498,13,277,2.76,"Tift County, Georgia",78,40764
499,499,13,279,2.5,"Toombs County, Georgia",61,27241
500,500,13,281,2.34,"Towns County, Georgia",41,11182
501,501,13,283,2.38,"Treutlen County, Georgia",15,6785
502,502,13,285,2.73,"Troup County, Georgia",134,69763
503,503,13,287,2.63,"Turner County, Georgia",21,8214
504,504,13,289,2.79,"Twiggs County, Georgia",23,8390
505,505,13,291,2.54,"Union County, Georgia",63,22267
506,506,13,293,2.55,"Upson County, Georgia",64,26368
507,507,13,295,2.59,"Walker County, Georgia",177,68066
508,508,13,297,2.88,"Walton County, Georgia",169,88399
509,509,13,299,2.39,"Ware County, Georgia",78,35370
510,510,13,301,2.58,"Warren County, Georgia",16,5460
511,511,13,303,2.64,"Washington County, Georgia",46,20816
512,512,13,305,2.77,"Wayne County, Georgia",65,29534
513,513,13,307,2.56,"Webster County, Georgia",6,2648
514,514,13,309,2.16,"Wheeler County, Georgia",14,7903
515,515,13,311,2.42,"White County, Georgia",54,28319
516,516,13,313,2.96,"Whitfield County, Georgia",178,104216
517,517,13,315,2.52,"Wilcox County, Georgia",21,8857
518,518,13,317,2.45,"Wilkes County, Georgia",32,9867
519,519,13,319,2.8,"Wilkinson County, Georgia",21,9155
520,520,13,321,2.65,"Worth County, Georgia",40,20699
521,521,15,1,2.9,"Hawaii County, Hawaii",343,196428
522,522,15,3,3.06,"Honolulu County, Hawaii",1562,998714
523,523,15,7,3.07,"Kauai County, Hawaii",130,71735
524,524,15,9,2.96,"Maui County, Hawaii",247,164637
525,525,19,1,2.25,"Adair County, Iowa",22,7228
526,526,19,3,2.18,"Adams County, Iowa",11,3796
527,527,19,5,2.26,"Allamakee County, Iowa",30,13886
528,528,19,7,2.28,"Appanoose County, Iowa",36,12529
529,529,19,9,2.15,"Audubon County, Iowa",19,5773
530,530,19,11,2.51,"Benton County, Iowa",54,25658
531,531,19,13,2.42,"Black Hawk County, Iowa",261,133455
532,532,19,15,2.37,"Boone County, Iowa",60,26643
533,533,19,17,2.45,"Bremer County, Iowa",44,24722
534,534,19,19,2.5,"Buchanan County, Iowa",49,21062
535,535,19,21,2.55,"Buena Vista County, Iowa",39,20493
536,536,19,23,2.37,"Butler County, Iowa",37,14915
537,537,19,25,2.19,"Calhoun County, Iowa",33,9818
538,538,19,27,2.36,"Carroll County, Iowa",56,20498
539,539,19,29,2.18,"Cass County, Iowa",49,13427
540,540,19,31,2.37,"Cedar County, Iowa",38,18340
541,541,19,33,2.17,"Cerro Gordo County, Iowa",101,43017
542,542,19,35,2.14,"Cherokee County, Iowa",29,11574
543,543,19,37,2.27,"Chickasaw County, Iowa",31,12097
544,544,19,39,2.43,"Clarke County, Iowa",25,9259
545,545,19,41,2.27,"Clay County, Iowa",44,16507
546,546,19,43,2.3,"Clayton County, Iowa",46,17644
547,547,19,45,2.36,"Clinton County, Iowa",127,47768
548,548,19,47,2.64,"Crawford County, Iowa",34,17094
549,549,19,49,2.69,"Dallas County, Iowa",80,80133
550,550,19,51,2.73,"Davis County, Iowa",19,8769
551,551,19,53,2.38,"Decatur County, Iowa",24,8220
552,552,19,55,2.48,"Delaware County, Iowa",38,17403
553,553,19,57,2.36,"Des Moines County, Iowa",98,40055
554,554,19,59,2.14,"Dickinson County, Iowa",46,17111
555,555,19,61,2.41,"Dubuque County, Iowa",201,97125
556,556,19,63,2.23,"Emmet County, Iowa",25,9769
557,557,19,65,2.31,"Fayette County, Iowa",50,20257
558,558,19,67,2.28,"Floyd County, Iowa",41,15960
559,559,19,69,2.42,"Franklin County, Iowa",27,10295
560,560,19,71,2.36,"Fremont County, Iowa",20,6906
561,561,19,73,2.3,"Greene County, Iowa",28,9027
562,562,19,75,2.37,"Grundy County, Iowa",29,12435
563,563,19,77,2.34,"Guthrie County, Iowa",29,10676
564,564,19,79,2.36,"Hamilton County, Iowa",36,15190
565,565,19,81,2.33,"Hancock County, Iowa",30,10974
566,566,19,83,2.37,"Hardin County, Iowa",49,17367
567,567,19,85,2.37,"Harrison County, Iowa",38,14265
568,568,19,87,2.43,"Henry County, Iowa",49,19950
569,569,19,89,2.39,"Howard County, Iowa",24,9410
570,570,19,91,2.28,"Humboldt County, Iowa",21,9555
571,571,19,93,2.24,"Ida County, Iowa",19,7028
572,572,19,95,2.34,"Iowa County, Iowa",38,16401
573,573,19,97,2.29,"Jackson County, Iowa",54,19444
574,574,19,99,2.41,"Jasper County, Iowa",91,36827
575,575,19,101,2.24,"Jefferson County, Iowa",37,17555
576,576,19,103,2.37,"Johnson County, Iowa",163,144251
577,577,19,105,2.34,"Jones County, Iowa",46,20466
578,578,19,107,2.33,"Keokuk County, Iowa",28,10163
579,579,19,109,2.23,"Kossuth County, Iowa",36,15165
580,580,19,111,2.4,"Lee County, Iowa",92,35089
581,581,19,113,2.42,"Linn County, Iowa",396,219916
582,582,19,115,2.58,"Louisa County, Iowa",21,11185
583,583,19,117,2.34,"Lucas County, Iowa",27,8682
584,584,19,119,2.57,"Lyon County, Iowa",24,11745
585,585,19,121,2.48,"Madison County, Iowa",33,15753
586,586,19,123,2.41,"Mahaska County, Iowa",56,22324
587,587,19,125,2.43,"Marion County, Iowa",76,33294
588,588,19,127,2.6,"Marshall County, Iowa",99,40746
589,589,19,129,2.63,"Mills County, Iowa",34,14844
590,590,19,131,2.41,"Mitchell County, Iowa",25,10832
591,591,19,133,2.19,"Monona County, Iowa",27,8979
592,592,19,135,2.37,"Monroe County, Iowa",24,7973
593,593,19,137,2.22,"Montgomery County, Iowa",26,10234
594,594,19,139,2.59,"Muscatine County, Iowa",84,43011
595,595,19,141,2.28,"O'Brien County, Iowa",41,13984
596,596,19,143,2.28,"Osceola County, Iowa",17,6154
597,597,19,145,2.34,"Page County, Iowa",44,15527
598,598,19,147,2.23,"Palo Alto County, Iowa",25,9133
599,599,19,149,2.45,"Plymouth County, Iowa",53,24800
600,600,19,151,2.18,"Pocahontas County, Iowa",18,7008
601,601,19,153,2.5,"Polk County, Iowa",778,467711
602,602,19,155,2.48,"Pottawattamie County, Iowa",204,93671
603,603,19,157,2.31,"Poweshiek County, Iowa",43,18550
604,604,19,159,2.4,"Ringgold County, Iowa",17,5068
605,605,19,161,2.25,"Sac County, Iowa",32,10021
606,606,19,163,2.46,"Scott County, Iowa",346,172126
607,607,19,165,2.32,"Shelby County, Iowa",29,11927
608,608,19,167,2.73,"Sioux County, Iowa",57,34937
609,609,19,169,2.35,"Story County, Iowa",117,96021
610,610,19,171,2.51,"Tama County, Iowa",46,17337
611,611,19,173,2.23,"Taylor County, Iowa",19,6205
612,612,19,175,2.3,"Union County, Iowa",31,12469
613,613,19,177,2.49,"Van Buren County, Iowa",21,7344
614,614,19,179,2.38,"Wapello County, Iowa",86,35173
615,615,19,181,2.54,"Warren County, Iowa",89,48626
616,616,19,183,2.43,"Washington County, Iowa",49,22247
617,617,19,185,2.41,"Wayne County, Iowa",16,6385
618,618,19,187,2.27,"Webster County, Iowa",86,37071
619,619,19,189,2.2,"Winnebago County, Iowa",27,10609
620,620,19,191,2.24,"Winneshiek County, Iowa",40,20709
621,621,19,193,2.58,"Woodbury County, Iowa",197,102782
622,622,19,195,2.35,"Worth County, Iowa",16,7569
623,623,19,197,2.31,"Wright County, Iowa",34,12773
624,624,16,1,2.61,"Ada County, Idaho",561,434211
625,625,16,3,2.39,"Adams County, Idaho",7,3843
626,626,16,5,2.67,"Bannock County, Idaho",118,83744
627,627,16,7,2.51,"Bear Lake County, Idaho",12,5922
628,628,16,9,2.45,"Benewah County, Idaho",28,9052
629,629,16,11,3.07,"Bingham County, Idaho",68,44990
630,630,16,13,2.35,"Blaine County, Idaho",21,21592
631,631,16,15,2.29,"Boise County, Idaho",14,7058
632,632,16,17,2.36,"Bonner County, Idaho",100,41859
633,633,16,19,2.9,"Bonneville County, Idaho",134,110089
634,634,16,21,2.55,"Boundary County, Idaho",24,11318
635,635,16,23,2.59,"Butte County, Idaho",4,2501
636,636,16,27,2.98,"Canyon County, Idaho",271,207478
637,637,16,29,2.57,"Caribou County, Idaho",15,6770
638,638,16,31,2.96,"Cassia County, Idaho",32,23506
639,639,16,35,2.05,"Clearwater County, Idaho",24,8496
640,640,16,37,2.33,"Custer County, Idaho",11,4087
641,641,16,39,2.6,"Elmore County, Idaho",40,25876
642,642,16,41,3.03,"Franklin County, Idaho",18,13074
643,643,16,43,2.75,"Fremont County, Idaho",20,12819
644,644,16,45,2.63,"Gem County, Idaho",47,16852
645,645,16,47,2.84,"Gooding County, Idaho",28,15284
646,646,16,49,2.38,"Idaho County, Idaho",41,16272
647,647,16,51,3.3,"Jefferson County, Idaho",30,27157
648,648,16,53,2.95,"Jerome County, Idaho",31,22814
649,649,16,55,2.54,"Kootenai County, Idaho",291,150346
650,650,16,57,2.33,"Latah County, Idaho",50,38778
651,651,16,59,2.03,"Lemhi County, Idaho",20,7735
652,652,16,61,2.31,"Lewis County, Idaho",12,3789
653,653,16,63,3.21,"Lincoln County, Idaho",7,5297
654,654,16,65,3.6,"Madison County, Idaho",22,38273
655,655,16,67,2.83,"Minidoka County, Idaho",39,20461
656,656,16,69,2.4,"Nez Perce County, Idaho",102,40048
657,657,16,71,2.66,"Oneida County, Idaho",8,4281
658,658,16,73,2.85,"Owyhee County, Idaho",19,11310
659,659,16,75,2.77,"Payette County, Idaho",45,22896
660,660,16,77,2.99,"Power County, Idaho",9,7648
661,661,16,79,2.16,"Shoshone County, Idaho",44,12432
662,662,16,81,2.85,"Teton County, Idaho",8,10564
663,663,16,83,2.71,"Twin Falls County, Idaho",144,82375
664,664,16,85,2.99,"Valley County, Idaho",18,10103
665,665,16,87,2.59,"Washington County, Idaho",28,9984
666,666,17,1,2.44,"Adams County, Illinois",158,67013
667,667,17,3,2.65,"Alexander County, Illinois",20,6780
668,668,17,5,2.57,"Bond County, Illinois",39,16950
669,669,17,7,2.95,"Boone County, Illinois",87,53585
670,670,17,9,2.43,"Brown County, Illinois",12,6829
671,671,17,11,2.4,"Bureau County, Illinois",87,33587
672,672,17,13,2.37,"Calhoun County, Illinois",12,4899
673,673,17,15,2.22,"Carroll County, Illinois",50,14616
674,674,17,17,2.51,"Cass County, Illinois",33,12847
675,675,17,19,2.38,"Champaign County, Illinois",267,208861
676,676,17,21,2.31,"Christian County, Illinois",95,33642
677,677,17,23,2.4,"Clark County, Illinois",45,15979
678,678,17,25,2.39,"Clay County, Illinois",37,13428
679,679,17,27,2.59,"Clinton County, Illinois",78,37786
680,680,17,29,2.31,"Coles County, Illinois",108,52521
681,681,17,31,2.65,"Cook County, Illinois",9445,5238216
682,682,17,33,2.37,"Crawford County, Illinois",52,19414
683,683,17,35,2.51,"Cumberland County, Illinois",30,10898
684,684,17,37,2.65,"DeKalb County, Illinois",155,104352
685,685,17,39,2.36,"De Witt County, Illinois",43,16247
686,686,17,41,2.58,"Douglas County, Illinois",44,19823
687,687,17,43,2.72,"DuPage County, Illinois",1457,933736
688,688,17,45,2.29,"Edgar County, Illinois",48,17664
689,689,17,47,2.37,"Edwards County, Illinois",19,6534
690,690,17,49,2.54,"Effingham County, Illinois",77,34371
691,691,17,51,2.63,"Fayette County, Illinois",48,22043
692,692,17,53,2.39,"Ford County, Illinois",40,13736
693,693,17,55,2.41,"Franklin County, Illinois",119,39485
694,694,17,57,2.37,"Fulton County, Illinois",100,35699
695,695,17,59,2.23,"Gallatin County, Illinois",18,5265
696,696,17,61,2.43,"Greene County, Illinois",37,13241
697,697,17,63,2.7,"Grundy County, Illinois",93,50541
698,698,17,65,2.36,"Hamilton County, Illinois",29,8200
699,699,17,67,2.35,"Hancock County, Illinois",50,18543
700,700,17,69,2.49,"Hardin County, Illinois",13,4135
701,701,17,71,2.26,"Henderson County, Illinois",21,6995
702,702,17,73,2.44,"Henry County, Illinois",130,49489
703,703,17,75,2.42,"Iroquois County, Illinois",81,28672
704,704,17,77,2.36,"Jackson County, Illinois",101,59362
705,705,17,79,2.53,"Jasper County, Illinois",23,9607
706,706,17,81,2.39,"Jefferson County, Illinois",99,38353
707,707,17,83,2.45,"Jersey County, Illinois",52,22372
708,708,17,85,2.33,"Jo Daviess County, Illinois",62,22086
709,709,17,87,2.48,"Johnson County, Illinois",29,12762
710,710,17,89,3.01,"Kane County, Illinois",706,530847
711,711,17,91,2.61,"Kankakee County, Illinois",246,110879
712,712,17,93,3.11,"Kendall County, Illinois",128,123355
713,713,17,95,2.25,"Knox County, Illinois",137,51441
714,714,17,97,2.83,"Lake County, Illinois",1046,703910
715,715,17,99,2.48,"LaSalle County, Illinois",291,111333
716,716,17,101,2.22,"Lawrence County, Illinois",38,16491
717,717,17,103,2.37,"Lee County, Illinois",90,34584
718,718,17,105,2.32,"Livingston County, Illinois",90,36671
719,719,17,107,2.17,"Logan County, Illinois",76,29494
720,720,17,109,2.29,"McDonough County, Illinois",65,31333
721,721,17,111,2.79,"McHenry County, Illinois",502,307343
722,722,17,113,2.53,"McLean County, Illinois",260,173166
723,723,17,115,2.35,"Macon County, Illinois",291,107303
724,724,17,117,2.42,"Macoupin County, Illinois",122,46045
725,725,17,119,2.45,"Madison County, Illinois",608,266209
726,726,17,121,2.4,"Marion County, Illinois",117,38339
727,727,17,123,2.38,"Marshall County, Illinois",32,11982
728,728,17,125,2.27,"Mason County, Illinois",44,13701
729,729,17,127,2.45,"Massac County, Illinois",37,14766
730,730,17,129,2.42,"Menard County, Illinois",32,12444
731,731,17,131,2.4,"Mercer County, Illinois",42,15858
732,732,17,133,2.62,"Monroe County, Illinois",62,33879
733,733,17,135,2.17,"Montgomery County, Illinois",86,28898
734,734,17,137,2.29,"Morgan County, Illinois",89,34828
735,735,17,139,2.51,"Moultrie County, Illinois",38,14931
736,736,17,141,2.5,"Ogle County, Illinois",112,51659
737,737,17,143,2.39,"Peoria County, Illinois",420,186221
738,738,17,145,2.46,"Perry County, Illinois",49,21543
739,739,17,147,2.47,"Piatt County, Illinois",37,16387
740,740,17,149,2.34,"Pike County, Illinois",43,15989
741,741,17,151,2.52,"Pope County, Illinois",12,4226
742,742,17,153,2.5,"Pulaski County, Illinois",17,5678
743,743,17,155,2.37,"Putnam County, Illinois",17,5644
744,744,17,157,2.49,"Randolph County, Illinois",77,32852
745,745,17,159,2.43,"Richland County, Illinois",42,16029
746,746,17,161,2.36,"Rock Island County, Illinois",340,146133
747,747,17,163,2.57,"St. Clair County, Illinois",556,264052
748,748,17,165,2.43,"Saline County, Illinois",67,24548
749,749,17,167,2.35,"Sangamon County, Illinois",436,198712
750,750,17,169,2.2,"Schuyler County, Illinois",23,7032
751,751,17,171,2.42,"Scott County, Illinois",13,5092
752,752,17,173,2.42,"Shelby County, Illinois",54,21775
753,753,17,175,2.41,"Stark County, Illinois",16,5788
754,754,17,177,2.37,"Stephenson County, Illinois",127,45749
755,755,17,179,2.45,"Tazewell County, Illinois",331,134800
756,756,17,181,2.53,"Union County, Illinois",51,17408
757,757,17,183,2.47,"Vermilion County, Illinois",217,79282
758,758,17,185,2.37,"Wabash County, Illinois",33,11542
759,759,17,187,2.42,"Warren County, Illinois",41,17527
760,760,17,189,2.46,"Washington County, Illinois",33,14270
761,761,17,191,2.34,"Wayne County, Illinois",45,16423
762,762,17,193,2.28,"White County, Illinois",54,14327
763,763,17,195,2.4,"Whiteside County, Illinois",156,57079
764,764,17,197,3.02,"Will County, Illinois",1007,687263
765,765,17,199,2.43,"Williamson County, Illinois",179,67466
766,766,17,201,2.51,"Winnebago County, Illinois",658,287078
767,767,17,203,2.65,"Woodford County, Illinois",80,39227
768,768,18,1,2.8,"Adams County, Indiana",63,34980
769,769,18,3,2.55,"Allen County, Indiana",629,368450
770,770,18,5,2.57,"Bartholomew County, Indiana",164,81162
771,771,18,7,2.52,"Benton County, Indiana",19,8681
772,772,18,9,2.35,"Blackford County, Indiana",34,12298
773,773,18,11,2.61,"Boone County, Indiana",110,63344
774,774,18,13,2.44,"Brown County, Indiana",40,14977
775,775,18,15,2.55,"Carroll County, Indiana",43,19856
776,776,18,17,2.57,"Cass County, Indiana",89,37979
777,777,18,19,2.59,"Clark County, Indiana",232,115371
778,778,18,21,2.54,"Clay County, Indiana",62,26503
779,779,18,23,2.76,"Clinton County, Indiana",76,32609
780,780,18,25,2.56,"Crawford County, Indiana",24,10483
781,781,18,27,2.78,"Daviess County, Indiana",64,32906
782,782,18,29,2.63,"Dearborn County, Indiana",110,49455
783,783,18,31,2.57,"Decatur County, Indiana",57,26521
784,784,18,33,2.58,"DeKalb County, Indiana",87,42589
785,785,18,35,2.4,"Delaware County, Indiana",255,116852
786,786,18,37,2.55,"Dubois County, Indiana",91,42461
787,787,18,39,2.8,"Elkhart County, Indiana",350,203474
788,788,18,41,2.5,"Fayette County, Indiana",70,23434
789,789,18,43,2.57,"Floyd County, Indiana",149,76778
790,790,18,45,2.4,"Fountain County, Indiana",49,16591
791,791,18,47,2.57,"Franklin County, Indiana",51,22872
792,792,18,49,2.55,"Fulton County, Indiana",56,20315
793,793,18,51,2.51,"Gibson County, Indiana",71,33775
794,794,18,53,2.39,"Grant County, Indiana",183,67979
795,795,18,55,2.54,"Greene County, Indiana",86,32441
796,796,18,57,2.73,"Hamilton County, Indiana",327,309697
797,797,18,59,2.68,"Hancock County, Indiana",140,72520
798,798,18,61,2.67,"Harrison County, Indiana",84,39578
799,799,18,63,2.76,"Hendricks County, Indiana",231,158192
800,800,18,65,2.54,"Henry County, Indiana",124,48985
801,801,18,67,2.37,"Howard County, Indiana",187,82556
802,802,18,69,2.44,"Huntington County, Indiana",89,36630
803,803,18,71,2.57,"Jackson County, Indiana",111,44069
804,804,18,73,2.71,"Jasper County, Indiana",78,33470
805,805,18,75,2.58,"Jay County, Indiana",53,21121
806,806,18,77,2.37,"Jefferson County, Indiana",67,32416
807,807,18,79,2.62,"Jennings County, Indiana",61,27897
808,808,18,81,2.69,"Johnson County, Indiana",242,149633
809,809,18,83,2.4,"Knox County, Indiana",88,37927
810,810,18,85,2.58,"Kosciusko County, Indiana",162,78620
811,811,18,87,3.22,"LaGrange County, Indiana",59,38809
812,812,18,89,2.65,"Lake County, Indiana",1086,487865
813,813,18,91,2.38,"LaPorte County, Indiana",256,110884
814,814,18,93,2.44,"Lawrence County, Indiana",119,45495
815,815,18,95,2.41,"Madison County, Indiana",320,129723
816,816,18,97,2.5,"Marion County, Indiana",1714,939020
817,817,18,99,2.67,"Marshall County, Indiana",96,46857
818,818,18,101,2.42,"Martin County, Indiana",26,10226
819,819,18,103,2.6,"Miami County, Indiana",79,35862
820,820,18,105,2.36,"Monroe County, Indiana",205,144705
821,821,18,107,2.52,"Montgomery County, Indiana",82,38227
822,822,18,109,2.68,"Morgan County, Indiana",151,69648
823,823,18,111,2.56,"Newton County, Indiana",36,14008
824,824,18,113,2.58,"Noble County, Indiana",95,47733
825,825,18,115,2.5,"Ohio County, Indiana",16,5938
826,826,18,117,2.54,"Orange County, Indiana",50,19605
827,827,18,119,2.46,"Owen County, Indiana",56,20872
828,828,18,121,2.58,"Parke County, Indiana",37,16901
829,829,18,123,2.42,"Perry County, Indiana",51,19347
830,830,18,125,2.49,"Pike County, Indiana",30,12594
831,831,18,127,2.62,"Porter County, Indiana",319,167688
832,832,18,129,2.51,"Posey County, Indiana",53,25512
833,833,18,131,2.48,"Pulaski County, Indiana",33,12889
834,834,18,133,2.52,"Putnam County, Indiana",85,37585
835,835,18,135,2.39,"Randolph County, Indiana",69,25172
836,836,18,137,2.58,"Ripley County, Indiana",70,28701
837,837,18,139,2.42,"Rush County, Indiana",48,16672
838,838,18,141,2.5,"St. Joseph County, Indiana",550,268441
839,839,18,143,2.61,"Scott County, Indiana",59,23744
840,840,18,145,2.54,"Shelby County, Indiana",96,44478
841,841,18,147,2.58,"Spencer County, Indiana",47,20715
842,842,18,149,2.62,"Starke County, Indiana",64,22958
843,843,18,151,2.44,"Steuben County, Indiana",72,34372
844,844,18,153,2.47,"Sullivan County, Indiana",54,20928
845,845,18,155,2.55,"Switzerland County, Indiana",29,10524
846,846,18,157,2.46,"Tippecanoe County, Indiana",243,185826
847,847,18,159,2.4,"Tipton County, Indiana",35,15267
848,848,18,161,2.44,"Union County, Indiana",17,7182
849,849,18,163,2.35,"Vanderburgh County, Indiana",395,181877
850,850,18,165,2.39,"Vermillion County, Indiana",45,15692
851,851,18,167,2.45,"Vigo County, Indiana",242,107896
852,852,18,169,2.36,"Wabash County, Indiana",85,32138
853,853,18,171,2.5,"Warren County, Indiana",20,8269
854,854,18,173,2.63,"Warrick County, Indiana",113,61897
855,855,18,175,2.62,"Washington County, Indiana",67,27827
856,856,18,177,2.4,"Wayne County, Indiana",184,67001
857,857,18,179,2.52,"Wells County, Indiana",56,27964
858,858,18,181,2.53,"White County, Indiana",69,24293
859,859,18,183,2.5,"Whitley County, Indiana",72,33406
860,860,20,1,2.39,"Allen County, Kansas",36,12717
861,861,20,3,2.37,"Anderson County, Kansas",22,7808
862,862,20,5,2.53,"Atchison County, Kansas",37,16398
863,863,20,7,2.38,"Barber County, Kansas",15,4823
864,864,20,9,2.38,"Barton County, Kansas",67,27103
865,865,20,11,2.54,"Bourbon County, Kansas",34,14712
866,866,20,13,2.38,"Brown County, Kansas",26,9776
867,867,20,15,2.63,"Butler County, Kansas",126,66741
868,868,20,17,2.34,"Chase County, Kansas",8,2679
869,869,20,19,2.21,"Chautauqua County, Kansas",13,3402
870,870,20,23,2.09,"Cheyenne County, Kansas",9,2679
871,871,20,25,2.25,"Clark County, Kansas",6,2096
872,872,20,27,2.45,"Clay County, Kansas",24,8347
873,873,20,29,2.24,"Cloud County, Kansas",27,9219
874,874,20,31,2.33,"Coffey County, Kansas",22,8384
875,875,20,33,2.48,"Comanche County, Kansas",7,1843
876,876,20,35,2.48,"Cowley County, Kansas",85,35788
877,877,20,39,1.91,"Decatur County, Kansas",13,2932
878,878,20,41,2.45,"Dickinson County, Kansas",52,19303
879,879,20,43,2.32,"Doniphan County, Kansas",16,7797
880,880,20,45,2.43,"Douglas County, Kansas",138,118053
881,881,20,47,2.27,"Edwards County, Kansas",9,2968
882,882,20,49,2.1,"Elk County, Kansas",12,2605
883,883,20,51,2.35,"Ellis County, Kansas",48,29029
884,884,20,53,2.08,"Ellsworth County, Kansas",15,6343
885,885,20,55,2.9,"Finney County, Kansas",43,37118
886,886,20,57,3.04,"Ford County, Kansas",46,34536
887,887,20,59,2.56,"Franklin County, Kansas",52,25609
888,888,20,61,2.83,"Geary County, Kansas",48,37030
889,889,20,63,2.25,"Gove County, Kansas",7,2640
890,890,20,65,2.12,"Graham County, Kansas",6,2591
891,891,20,67,2.86,"Grant County, Kansas",13,7733
892,892,20,69,2.78,"Gray County, Kansas",9,6133
893,893,20,71,2.46,"Greeley County, Kansas",3,1330
894,894,20,73,2.23,"Greenwood County, Kansas",17,6244
895,895,20,75,2.59,"Hamilton County, Kansas",5,2474
896,896,20,77,2.34,"Harper County, Kansas",19,5817
897,897,20,79,2.47,"Harvey County, Kansas",79,35073
898,898,20,81,2.93,"Haskell County, Kansas",5,4064
899,899,20,83,2.36,"Hodgeman County, Kansas",4,1893
900,900,20,85,2.51,"Jackson County, Kansas",31,13338
901,901,20,87,2.47,"Jefferson County, Kansas",42,18930
902,902,20,89,2.1,"Jewell County, Kansas",11,2970
903,903,20,91,2.56,"Johnson County, Kansas",796,580159
904,904,20,93,2.81,"Kearny County, Kansas",9,3956
905,905,20,95,2.54,"Kingman County, Kansas",16,7687
906,906,20,97,2.21,"Kiowa County, Kansas",6,2564
907,907,20,101,2.07,"Lane County, Kansas",4,1670
908,908,20,103,2.7,"Leavenworth County, Kansas",126,79315
909,909,20,105,2.31,"Lincoln County, Kansas",9,3105
910,910,20,107,2.26,"Linn County, Kansas",31,9536
911,911,20,109,2.21,"Logan County, Kansas",6,2825
912,912,20,111,2.43,"Lyon County, Kansas",65,33339
913,913,20,113,2.37,"McPherson County, Kansas",70,28941
914,914,20,115,2.4,"Marion County, Kansas",30,12103
915,915,20,117,2.27,"Marshall County, Kansas",25,9936
916,916,20,119,2.51,"Meade County, Kansas",11,4330
917,917,20,121,2.55,"Miami County, Kansas",56,32553
918,918,20,123,2.25,"Mitchell County, Kansas",16,6282
919,919,20,125,2.47,"Montgomery County, Kansas",99,33314
920,920,20,127,2.36,"Morris County, Kansas",20,5645
921,921,20,129,2.53,"Morton County, Kansas",7,3007
922,922,20,131,2.32,"Nemaha County, Kansas",25,10227
923,923,20,133,2.47,"Neosho County, Kansas",42,16346
924,924,20,135,2.18,"Ness County, Kansas",7,3005
925,925,20,137,2.24,"Norton County, Kansas",10,5550
926,926,20,139,2.44,"Osage County, Kansas",39,15847
927,927,20,141,2.08,"Osborne County, Kansas",12,3683
928,928,20,143,2.39,"Ottawa County, Kansas",13,5975
929,929,20,145,2.32,"Pawnee County, Kansas",18,6838
930,930,20,147,2.29,"Phillips County, Kansas",16,5428
931,931,20,149,2.72,"Pottawatomie County, Kansas",36,23298
932,932,20,151,2.39,"Pratt County, Kansas",25,9691
933,933,20,153,2.07,"Rawlins County, Kansas",9,2506
934,934,20,155,2.44,"Reno County, Kansas",152,63718
935,935,20,157,2.07,"Republic County, Kansas",15,4725
936,936,20,159,2.42,"Rice County, Kansas",24,9977
937,937,20,161,2.49,"Riley County, Kansas",70,75247
938,938,20,163,2.28,"Rooks County, Kansas",13,5174
939,939,20,165,2.1,"Rush County, Kansas",8,3130
940,940,20,167,2.12,"Russell County, Kansas",20,7039
941,941,20,169,2.42,"Saline County, Kansas",118,55691
942,942,20,171,2.21,"Scott County, Kansas",11,4964
943,943,20,173,2.59,"Sedgwick County, Kansas",864,511574
944,944,20,175,3.05,"Seward County, Kansas",29,23152
945,945,20,177,2.44,"Shawnee County, Kansas",374,178725
946,946,20,179,2.21,"Sheridan County, Kansas",7,2512
947,947,20,181,2.14,"Sherman County, Kansas",14,5983
948,948,20,183,2.21,"Smith County, Kansas",13,3704
949,949,20,185,2.35,"Stafford County, Kansas",9,4236
950,950,20,187,2.58,"Stanton County, Kansas",4,2072
951,951,20,189,2.84,"Stevens County, Kansas",10,5806
952,952,20,191,2.55,"Sumner County, Kansas",53,23535
953,953,20,193,2.39,"Thomas County, Kansas",15,7904
954,954,20,195,2.21,"Trego County, Kansas",9,2927
955,955,20,197,2.59,"Wabaunsee County, Kansas",14,6951
956,956,20,199,2.52,"Wallace County, Kansas",4,1518
957,957,20,201,2.27,"Washington County, Kansas",18,5598
